Pos,Race No,Fav,Share,Print,Name,Time,Category,Cat Pos,Gender,Gen Pos,Pace,TOD,Start,O/Pos,C/Pos,G/Pos,Aid Station 12.99,O/Pos,C/Pos,G/Pos,Aid Station 20.32,O/Pos,C/Pos,G/Pos,Finish 31.32,O/Pos,C/Pos,G/Pos,Start,O/Pos,C/Pos,G/Pos,Aid Station 12.99,O/Pos,C/Pos,G/Pos,Aid Station 20.32,O/Pos,C/Pos,G/Pos,Finish 31.32,O/Pos,C/Pos,G/Pos
385,255,,,,Robert Jacobsen,07:58:49,5059,33,Male,264,15:32 min/m,16:00:49,00:00:40,371,32,259,02:58:34,356,29,254,02:32:05,339,26,243,02:28:09,401,37,270,00:00:40,371,32,259,02:58:34,356,29,254,02:32:05,339,26,243,02:28:09,401,37,270
386,470,,,,Libor Vlcek,08:01:42,5059,34,Male,265,15:38 min/m,16:03:42,00:00:28,285,20,207,03:09:58,389,36,267,02:52:23,391,36,269,01:59:20,361,29,247,00:00:28,285,20,207,03:09:58,389,36,267,02:52:23,391,36,269,01:59:20,361,29,247
387,293,,,,Trevor Griffith,08:03:04,4049,64,Male,266,15:41 min/m,16:05:04,00:00:04,31,3,26,02:23:18,183,27,152,02:47:58,383,64,263,02:51:46,405,67,274,00:00:04,31,3,26,02:23:18,183,27,152,02:47:58,383,64,263,02:51:46,405,67,274
388,18,,,,Amanda Rossmeier,08:03:19,3039,54,Female,122,15:41 min/m,16:05:19,00:00:34,331,42,96,03:10:17,390,54,123,03:01:09,401,58,130,01:51:52,321,45,102,00:00:34,331,42,96,03:10:17,390,54,123,03:01:09,401,58,130,01:51:52,321,45,102
389,169,,,,Kevin Pickard,08:06:31,5059,35,Male,267,15:47 min/m,16:08:31,00:00:38,359,30,253,03:06:19,381,34,265,02:49:29,388,34,266,02:10:42,388,34,261,00:00:38,359,30,253,03:06:19,381,34,265,02:49:29,388,34,266,02:10:42,388,34,261
390,205,,,,Megan Lucas,08:06:31,4049,22,Female,123,15:47 min/m,16:08:31,00:00:38,357,19,105,03:06:21,383,21,118,02:49:27,387,22,122,02:10:42,387,23,127,00:00:38,357,19,105,03:06:21,383,21,118,02:49:27,387,22,122,02:10:42,387,23,127
391,219,,,,Miranda Hemmings,08:06:41,4049,23,Female,124,15:48 min/m,16:08:41,00:00:43,385,22,121,03:24:56,403,23,130,02:46:18,382,21,120,01:55:26,344,20,109,00:00:43,385,22,121,03:24:56,403,23,130,02:46:18,382,21,120,01:55:26,344,20,109
392,355,,,,Seng-Lai Tan,08:07:14,4049,65,Male,268,15:49 min/m,16:09:14,00:00:35,341,59,240,03:04:20,375,64,262,03:00:55,400,66,271,02:01:58,369,61,252,00:00:35,341,59,240,03:04:20,375,64,262,03:00:55,400,66,271,02:01:58,369,61,252
393,410,,,,Lindsay Palaima,08:08:54,3039,55,Female,125,15:52 min/m,16:10:54,00:00:25,261,30,71,03:02:11,369,51,110,03:03:59,402,59,131,02:02:42,370,52,118,00:00:25,261,30,71,03:02:11,369,51,110,03:03:59,402,59,131,02:02:42,370,52,118
394,182,,,,Lisa Eagle,08:12:21,3039,56,Female,126,15:59 min/m,16:14:21,00:00:39,364,47,108,03:22:02,400,58,127,02:48:22,385,53,121,02:01:56,368,51,117,00:00:39,364,47,108,03:22:02,400,58,127,02:48:22,385,53,121,02:01:56,368,51,117
395,248,,,,Piyush Joshi,08:12:49,3039,111,Male,269,16:00 min/m,16:14:49,00:00:35,338,102,239,03:19:03,399,111,273,02:51:55,389,110,267,02:01:49,367,105,251,00:00:35,338,102,239,03:19:03,399,111,273,02:51:55,389,110,267,02:01:49,367,105,251
396,217,,,,Mike Riebe,08:18:53,5059,36,Male,270,16:11 min/m,16:20:53,00:00:30,304,22,219,03:04:44,376,33,263,02:51:56,390,35,268,02:22:11,396,35,266,00:00:30,304,22,219,03:04:44,376,33,263,02:51:56,390,35,268,02:22:11,396,35,266
397,128,,,,Jennifer Moehl,08:21:09,3039,57,Female,127,16:16 min/m,16:23:09,00:00:35,340,44,101,03:10:27,391,55,124,02:52:53,393,55,124,02:17:48,395,58,130,00:00:35,340,44,101,03:10:27,391,55,124,02:52:53,393,55,124,02:17:48,395,58,130
398,350,,,,John Wallace Iii,08:25:31,4049,66,Male,271,16:24 min/m,16:27:31,00:00:18,193,24,145,03:05:29,378,65,264,02:54:49,396,65,270,02:25:12,398,65,267,00:00:18,193,24,145,03:05:29,378,65,264,02:54:49,396,65,270,02:25:12,398,65,267
399,480,,,,Maureen Mcdonald,08:27:10,5059,13,Female,128,16:27 min/m,16:29:10,00:00:43,388,11,124,03:22:23,401,13,128,02:54:21,395,13,126,02:10:25,385,13,125,00:00:43,388,11,124,03:22:23,401,13,128,02:54:21,395,13,126,02:10:25,385,13,125
400,505,,,,Shalyn Linklater,08:27:11,3039,58,Female,129,16:28 min/m,16:29:11,00:00:43,386,57,122,03:22:28,402,59,129,02:54:15,394,56,125,02:10:28,386,55,126,00:00:43,386,57,122,03:22:28,402,59,129,02:54:15,394,56,125,02:10:28,386,55,126
401,327,,,,Kristen Hansen,08:28:41,2029,31,Female,130,16:30 min/m,16:30:41,00:00:43,384,29,120,03:28:04,405,31,131,02:57:00,397,31,127,02:03:36,371,30,119,00:00:43,384,29,120,03:28:04,405,31,131,02:57:00,397,31,127,02:03:36,371,30,119
402,528,,,,Paula Brown,08:32:49,3039,59,Female,131,16:39 min/m,16:34:49,00:00:40,372,50,113,03:16:13,397,57,126,02:52:43,392,54,123,02:23:53,397,59,131,00:00:40,372,50,113,03:16:13,397,57,126,02:52:43,392,54,123,02:23:53,397,59,131
403,437,,,,Chris Boychuk,08:41:12,3039,112,Male,272,16:55 min/m,16:43:12,00:00:30,302,97,218,03:11:02,393,110,269,02:48:25,386,109,265,02:41:43,404,111,273,00:00:30,302,97,218,03:11:02,393,110,269,02:48:25,386,109,265,02:41:43,404,111,273
404,422,,,,Andrew Galbraith,08:57:37,5059,37,Male,273,17:27 min/m,16:59:37,00:00:46,401,35,272,03:25:31,404,37,274,03:06:47,403,37,272,02:25:18,399,36,268,00:00:46,401,35,272,03:25:31,404,37,274,03:06:47,403,37,272,02:25:18,399,36,268
405,491,,,,Neil Cole,09:02:52,4049,67,Male,274,17:37 min/m,17:04:52,00:00:43,390,64,265,03:17:09,398,67,272,03:07:06,404,67,273,02:38:36,403,66,272,00:00:43,390,64,265,03:17:09,398,67,272,03:07:06,404,67,273,02:38:36,403,66,272
406,79,,,,Donald Mukai,09:03:48,6069,5,Male,275,17:39 min/m,17:05:48,00:00:41,374,4,261,03:30:37,406,5,275,03:07:16,405,5,274,02:25:54,400,5,269,00:00:41,374,4,261,03:30:37,406,5,275,03:07:16,405,5,274,02:25:54,400,5,269
407,600,,,,Steve Loitz,09:33:56,SWP,1,Male,276,18:38 min/m,17:35:56,00:01:48,411,4,279,03:10:18,395,1,271,00:43:11,1,1,1,05:40:26,406,1,275,00:01:48,411,4,279,03:10:18,395,1,271,00:43:11,1,1,1,05:40:26,406,1,275
408,598,,,,Anita Schiltz,09:34:43,SWP,1,Female,132,18:39 min/m,17:36:43,00:01:01,410,1,132,03:53:27,409,1,132,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999,00:01:01,410,1,132,03:53:27,409,1,132,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999
409,596,,,,Luke Distelhorst,09:34:43,SWP,2,Male,277,18:39 min/m,17:36:43,00:01:01,409,3,278,03:53:31,410,2,278,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999,00:01:01,409,3,278,03:53:31,410,2,278,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999
410,535,,,,Rich Menzel,09:34:54,SWP,3,Male,278,18:39 min/m,17:36:54,00:00:50,407,2,276,04:09:48,412,4,280,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999,00:00:50,407,2,276,04:09:48,412,4,280,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999
411,534,,,,Stan Nakashima,09:34:54,SWP,4,Male,279,18:39 min/m,17:36:54,00:00:50,406,1,275,04:09:47,411,3,279,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999,00:00:50,406,1,275,04:09:47,411,3,279,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999
412,349,,,,William Wood,09:34:57,6069,6,Male,280,18:40 min/m,17:36:57,00:00:47,404,5,273,03:46:55,408,6,277,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999,00:00:47,404,5,273,03:46:55,408,6,277,99:99:99,999999,999999,999999,09:35:45,999999,999999,999999
999999,36,,,,Beth Mcalpine,DNF,3039,999999,Female,999999,,,00:00:31,999999,999999,999999,03:53:13,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:31,999999,999999,999999,03:53:13,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,59,,,,Cindy Tsuji,DNF,4049,999999,Female,999999,,,00:00:41,999999,999999,999999,03:33:05,999999,999999,999999,03:03:45,999999,999999,999999,99:99:99,999999,999999,999999,00:00:41,999999,999999,999999,03:33:05,999999,999999,999999,03:03:45,999999,999999,999999,99:99:99,999999,999999,999999
999999,70,,,,Danielle Lampi,DNF,2029,999999,Female,999999,,,00:00:11,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:11,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,76,,,,Diana Bob,DNF,3039,999999,Female,999999,,,00:00:31,999999,999999,999999,03:53:12,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:31,999999,999999,999999,03:53:12,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,78,,,,Don Wesley,DNF,4049,999999,Male,999999,,,00:00:15,999999,999999,999999,02:12:23,999999,999999,999999,01:44:53,999999,999999,999999,99:99:99,999999,999999,999999,00:00:15,999999,999999,999999,02:12:23,999999,999999,999999,01:44:53,999999,999999,999999,99:99:99,999999,999999,999999
999999,100,,,,Gavin Browder,DNF,2029,999999,Male,999999,,,00:00:40,999999,999999,999999,02:36:42,999999,999999,999999,02:05:56,999999,999999,999999,99:99:99,999999,999999,999999,00:00:40,999999,999999,999999,02:36:42,999999,999999,999999,02:05:56,999999,999999,999999,99:99:99,999999,999999,999999
999999,103,,,,George Wiggins,DNF,6069,999999,Male,999999,,,00:00:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,150,,,,Karen Wiggins,DNF,5059,999999,Female,999999,,,00:00:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,165,,,,Kelly Krieger,DNF,5059,999999,Female,999999,,,00:00:40,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:40,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,191,,,,Marti Dolezal,DNF,5059,999999,Female,999999,,,00:00:31,999999,999999,999999,03:29:54,999999,999999,999999,03:13:25,999999,999999,999999,99:99:99,999999,999999,999999,00:00:31,999999,999999,999999,03:29:54,999999,999999,999999,03:13:25,999999,999999,999999,99:99:99,999999,999999,999999
999999,244,,,,Paul Litwin,DNF,5059,999999,Male,999999,,,00:00:18,999999,999999,999999,02:46:47,999999,999999,999999,02:49:09,999999,999999,999999,99:99:99,999999,999999,999999,00:00:18,999999,999999,999999,02:46:47,999999,999999,999999,02:49:09,999999,999999,999999,99:99:99,999999,999999,999999
999999,263,,,,Samantha Jansen,DNF,3039,999999,Female,999999,,,00:00:41,999999,999999,999999,03:29:20,999999,999999,999999,03:06:41,999999,999999,999999,99:99:99,999999,999999,999999,00:00:41,999999,999999,999999,03:29:20,999999,999999,999999,03:06:41,999999,999999,999999,99:99:99,999999,999999,999999
999999,287,,,,Tim Roach,DNF,4049,999999,Male,999999,,,00:00:41,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:41,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,346,,,,Brandie Kittle,DNF,4049,999999,Female,999999,,,99:99:99,999999,999999,999999,03:47:43,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,03:47:43,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,359,,,,Andrea Simmonsen,DNF,4049,999999,Female,999999,,,00:00:48,999999,999999,999999,03:53:37,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:48,999999,999999,999999,03:53:37,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,360,,,,Cheryl Beadle,DNF,3039,999999,Female,999999,,,00:00:46,999999,999999,999999,03:47:19,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:46,999999,999999,999999,03:47:19,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,361,,,,Francie Hill,DNF,6069,999999,Female,999999,,,00:00:50,999999,999999,999999,03:32:57,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:50,999999,999999,999999,03:32:57,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,363,,,,Joyce Gebhardt,DNF,6069,999999,Female,999999,,,00:00:48,999999,999999,999999,03:53:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:48,999999,999999,999999,03:53:35,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,364,,,,Lori Neves,DNF,5059,999999,Female,999999,,,00:00:49,999999,999999,999999,03:52:31,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:49,999999,999999,999999,03:52:31,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,383,,,,Kunlong Cousin,DNF,4049,999999,Male,999999,,,00:00:22,999999,999999,999999,02:41:17,999999,999999,999999,00:30:00,999999,999999,999999,99:99:99,999999,999999,999999,00:00:22,999999,999999,999999,02:41:17,999999,999999,999999,00:30:00,999999,999999,999999,99:99:99,999999,999999,999999
999999,387,,,,Paul Noyes,DNF,3039,999999,Male,999999,,,00:00:08,999999,999999,999999,01:46:54,999999,999999,999999,99:99:99,999999,999999,999999,06:02:29,999999,999999,999999,00:00:08,999999,999999,999999,01:46:54,999999,999999,999999,99:99:99,999999,999999,999999,06:02:29,999999,999999,999999
999999,398,,,,Ethan Newberry,DNF,3039,999999,Male,999999,,,00:00:20,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:20,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,418,,,,Alex Grimbley,DNF,3039,999999,Male,999999,,,00:00:06,999999,999999,999999,01:53:47,999999,999999,999999,01:44:58,999999,999999,999999,99:99:99,999999,999999,999999,00:00:06,999999,999999,999999,01:53:47,999999,999999,999999,01:44:58,999999,999999,999999,99:99:99,999999,999999,999999
999999,446,,,,Dianna Christopoulos,DNF,3039,999999,Female,999999,,,00:00:26,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:26,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,447,,,,Elaine Galbraith,DNF,5059,999999,Female,999999,,,99:99:99,999999,999999,999999,03:02:29,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,03:02:29,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,473,,,,Luis Polanco,DNF,5059,999999,Male,999999,,,00:00:45,999999,999999,999999,03:30:50,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999,00:00:45,999999,999999,999999,03:30:50,999999,999999,999999,99:99:99,999999,999999,999999,99:99:99,999999,999999,999999
999999,599,,,,Andy Dym,DNF,SWP,999999,Male,999999,,,00:01:02,999999,999999,999999,02:30:41,999999,999999,999999,01:23:32,999999,999999,999999,99:99:99,999999,999999,999999,00:01:02,999999,999999,999999,02:30:41,999999,999999,999999,01:23:32,999999,999999,999999,99:99:99,999999,999999,999999
